id,name,code,parentId,geonameId,latitude,longitude,population,elevation
AD.06,Sant Julia de Loria,06,AD,3039162,42.46247,1.48247,9448,
AD.05,Ordino,05,AD,3039676,42.59758,1.52573,3467,
AD.04,La Massana,04,AD,3040131,42.55417,1.48333,8953,
AD.03,Encamp,03,AD,3040684,42.53333,1.63333,13685,
AD.02,Canillo,02,AD,3041203,42.58333,1.65833,567,
AD.07,Andorra la Vella,07,AD,3041566,42.5045,1.49414,24211,
AD.08,Escaldes-Engordany,08,AD,3338529,42.5,1.56667,16391,
AE.07,Imarat Umm al Qaywayn,07,AE,290595,25.5,55.75,56253,
AE.05,Imarat Ra's al Khaymah,05,AE,291075,25.66667,56,187535,
AE.03,Dubai,03,AE,292224,25,55.33333,1141963,
AE.06,Sharjah,06,AE,292673,25.31763,55.44057,62183,
AE.04,Fujairah,04,AE,292879,25.13333,56.25,113316,
AE.02,Ajman,02,AE,292933,25.38333,55.51667,23495,
AE.01,Abu Dhabi,01,AE,292969,23.66667,54,1395899,
AF.28,Zabul,28,AF,1121143,32.25,67.25,444585,
AF.27,Vardak,27,AF,1121863,34.25,68,34248,
AF.26,Takhar,26,AF,1123230,36.66667,69.75,9337,
AF.33,Sar-e Pol,33,AF,1127106,35.83333,66.16667,727277,
AF.32,Samangan,32,AF,1127766,36,67.66667,599331,
AF.40,Parwan,40,AF,1131054,35,68.91667,786152,
AF.29,Paktika,29,AF,1131256,32.41667,68.75,47674,
AF.36,Paktia,36,AF,1131257,33.66667,69.33333,53572,
AF.39,Oruzgan,39,AF,1131461,32.83333,66,31867,
AF.19,Nimroz,19,AF,1131821,31,62.5,23486,
AF.18,Nangarhar,18,AF,1132366,34.33333,70.41667,1538444,
AF.17,Logar,17,AF,1134561,34,69.25,3731,
AF.35,Laghman,35,AF,1135022,34.78333,70.18333,651326,
AF.24,Kunduz,24,AF,1135690,36.75,68.75,718823,
AF.34,Kunar,34,AF,1135702,34.95,71.13333,562411,
AF.14,Kapisa,14,AF,1138255,35,69.58333,472584,
AF.23,Kandahar,23,AF,1138335,31,65.75,1665487,
AF.13,Kabul,13,AF,1138957,34.5,69.41667,3138338,
AF.31,Jowzjan,31,AF,1139049,36.83333,65.83333,747618,
AF.11,Herat,11,AF,1140025,34.5,62,1382139,
AF.10,Helmand,10,AF,1140043,31,64,925666,
AF.09,Ghowr,09,AF,1141103,34,65,6572,
AF.08,Ghazni,08,AF,1141268,33.33333,67.75,11688,
AF.07,Faryab,07,AF,1142226,36.25,64.83333,913866,
AF.06,Farah,06,AF,1142263,32.5,62.5,47939,
AF.05,Bamyan,05,AF,1147239,34.75,67.25,484648,
AF.30,Balkh,30,AF,1147288,36.75,67,12451,
AF.03,Baghlan,03,AF,1147537,35.75,69,872234,
AF.02,Badghis,02,AF,1147707,35,63.75,792155,
AF.01,Badakhshan,01,AF,1147745,36.75,72,162937,
AF.37,Khowst,37,AF,1444362,33.38333,69.88333,283283,
AF.38,Nuristan,38,AF,1444363,35.3,70.83333,13,
AF.41,Daykundi,41,AF,6957553,33.75,66.25,44,
AF.42,Panjshir,42,AF,6957555,35.40248,69.98291,1461,
AG.08,Saint Philip,08,AG,3576015,17.05,-61.71667,3599,
AG.07,Saint Peter,07,AG,3576016,17.08925,-61.74819,4321,
AG.06,Saint Paul,06,AG,3576017,17.03333,-61.76667,7325,
AG.05,Saint Mary,05,AG,3576018,17.05,-61.85,636,
AG.04,Saint John,04,AG,3576023,17.1,-61.85,42721,
AG.03,Saint George,03,AG,3576024,17.1227,-61.79679,5393,
AG.09,Redonda,09,AG,3576037,16.93889,-62.34556,,
AG.01,Barbuda,01,AG,3576390,17.63333,-61.8,1638,
AI.11205389,Blowing Point,11205389,AI,11205389,18.177,-63.09161,942,
AI.11205392,Sandy Ground,11205392,AI,11205392,18.20399,-63.08993,274,
AI.11205393,Sandy Hill,11205393,AI,11205393,18.22066,-63.01178,118,
AI.11205396,The Valley,11205396,AI,11205396,18.21475,-63.05706,167,
AI.11205433,East End,11205433,AI,11205433,18.234,-62.99728,71,
AI.11205436,North Hill,11205436,AI,11205436,18.20603,-63.07607,526,
AI.11205437,West End,11205437,AI,11205437,18.17138,-63.15113,115,
AI.11205438,South Hill,11205438,AI,11205438,18.19177,-63.0898,1495,
AI.11205439,The Quarter,11205439,AI,11205439,18.21158,-63.04504,1737,
AI.11205440,North Side,11205440,AI,11205440,18.22931,-63.0468,2592,
AI.11205441,Island Harbour,11205441,AI,11205441,18.25617,-63.00724,1114,
AI.11205442,George Hill,11205442,AI,11205442,18.19943,-63.06517,1135,
AI.11205443,Stoney Ground,11205443,AI,11205443,18.22112,-63.04466,1545,
AI.11205444,The Farrington,11205444,AI,11205444,18.21533,-63.02123,12,
AL.40,Berat,40,AL,865730,40.63333,20.08333,141944,
AL.41,Diber,41,AL,865731,41.6,20.23333,13747,
AL.43,Elbasan,43,AL,865732,41.06667,20.2,295827,
AL.45,Gjirokaster,45,AL,865733,40.21667,20.2,72,
AL.46,Korce,46,AL,865734,40.61667,20.66667,22357,
AL.47,Kukes,47,AL,865735,42.2,20.36667,85292,
AL.42,Durres,42,AL,3344947,41.48333,19.61667,262785,
AL.44,Fier,44,AL,3344948,40.76667,19.61667,31331,
AL.48,Lezhe,48,AL,3344949,41.8,19.86667,13427,
AL.49,Shkoder,49,AL,3344950,42.18333,19.75,2,
AL.50,Tirana,50,AL,3344951,41.26667,19.78333,749365,
AL.51,Vlore,51,AL,3344952,40.16667,19.8,19,
AM.02,Ararat,02,AM,409313,39.91667,44.83333,26367,
AM.08,Syunik,08,AM,409314,39.33333,46.25,141771,
AM.10,Vayots Dzor,10,AM,409315,39.75,45.41667,52846,
AM.11,Yerevan,11,AM,616051,40.18333,44.5,16138,
AM.01,Aragatsotn,01,AM,828259,40.41667,44.16667,132925,
AM.03,Armavir,03,AM,828260,40.11667,44,26577,
AM.04,Gegharkunik,04,AM,828261,40.25,45.41667,23575,
AM.05,Kotayk,05,AM,828262,40.41667,44.75,254397,
AM.06,Lori,06,AM,828263,41,44.5,235537,
AM.07,Shirak,07,AM,828264,40.75,43.83333,251941,
AM.09,Tavush,09,AM,828265,40.91667,45.16667,12869,
AO.18,Lunda Sul,18,AO,145701,-10.25918,20.62489,51677,
AO.17,Luanda Norte,17,AO,145702,-8.63543,19.64852,79995,
AO.14,Moxico,14,AO,875996,-12.84869,20.93266,727594,
AO.04,Cuando Cobango,04,AO,876337,-15.94761,19.3832,13,
AO.16,Zaire,16,AO,2236355,-6.58717,13.51966,567225,
AO.15,Uige,15,AO,2236566,-7.10719,15.44056,1426354,
AO.12,Malanje,12,AO,2239858,-9.67548,16.82553,968135,
AO.20,Luanda,20,AO,2240444,-8.91667,13.33924,6542942,
AO.05,Cuanza Norte,05,AO,2241660,-8.91136,14.8887,42357,
AO.03,Cabinda,03,AO,2243266,-4.93423,12.40532,688285,
AO.19,Bengo,19,AO,2243598,-8.97504,13.82743,351579,
AO.13,Namibe,13,AO,3347016,-15.33207,12.66002,471613,
AO.09,Huila,09,AO,3348303,-14.69531,15.00014,2354398,
AO.08,Huambo,08,AO,3348310,-12.5,15.66667,1896147,
AO.07,Cunene,07,AO,3349096,-16.51009,15.43526,965288,
AO.06,Kwanza Sul,06,AO,3349234,-10.82696,15.03197,653121,
AO.02,Bie,02,AO,3351640,-12.34989,17.3031,1338923,
AO.01,Benguela,01,AO,3351660,-12.85399,13.92825,236662,
AR.14,Misiones,14,AR,3430657,-26.81427,-54.34387,965522,190
AR.09,Formosa,09,AR,3433896,-25,-60,486559,
AR.07,Buenos Aires F.D.,07,AR,3433955,-34.6,-58.45,2776138,
AR.08,Entre Rios,08,AR,3434137,-32,-59,1158147,
AR.06,Corrientes,06,AR,3435214,-29,-58,93991,
AR.01,Buenos Aires,01,AR,3435907,-36,-60,1562584,
AR.24,Tucuman,24,AR,3833578,-27,-65.5,1338523,
AR.23,Tierra del Fuego,23,AR,3834450,-54.5,-67,1179,
AR.22,Santiago del Estero,22,AR,3835868,-28,-63.5,84457,
AR.21,Santa Fe,21,AR,3836276,-31,-61,371,
AR.20,Santa Cruz,20,AR,3836350,-49,-70,196958,
AR.19,San Luis,19,AR,3837029,-34,-66,367933,
AR.18,San Juan,18,AR,3837152,-31,-69,6223,
AR.17,Salta,17,AR,3838231,-24.75806,-65.43457,17951,
AR.16,Rio Negro,16,AR,3838830,-40,-67,552822,
AR.15,Neuquen,15,AR,3843122,-39,-70,474155,
AR.13,Mendoza,13,AR,3844419,-34.5,-68.5,1579651,
AR.12,La Rioja,12,AR,3848949,-29.58333,-67,289983,
AR.11,La Pampa,11,AR,3849574,-37,-66,299294,
AR.10,Jujuy,10,AR,3853404,-23,-66,611888,
AR.05,Cordoba,05,AR,3860255,-32,-64,36681,
AR.04,Chubut,04,AR,3861244,-44,-69,413237,
AR.03,Chaco,03,AR,3861887,-26.33333,-60.5,984446,
AR.02,Catamarca,02,AR,3862286,-27,-67,334568,
AS.050,Western District,050,AS,5880873,-14.31667,-170.76667,32435,377
AS.040,Swains Island,040,AS,5881199,-11.056,-171.082,37,
AS.010,Eastern District,010,AS,5881219,-14.26667,-170.65,23441,22
AS.020,Manu'a,020,AS,5881436,-14.23327,-169.47458,14,73
AS.030,Rose Island,030,AS,7309441,-14.54583,-168.15,1,
AT.09,Vienna,09,AT,2761367,48.2082,16.37169,1569316,
AT.08,Vorarlberg,08,AT,2762300,47.25,9.91667,359737,
AT.07,Tyrol,07,AT,2763586,47.25,11.33333,692214,
AT.06,Styria,06,AT,2764581,47.25,15.16667,1185175,
AT.05,Salzburg,05,AT,2766823,47.41667,13.25,53383,
AT.04,Upper Austria,04,AT,2769848,48.25,14,14851,
AT.03,Lower Austria,03,AT,2770542,48.33333,15.75,1576622,
AT.02,Carinthia,02,AT,2774686,46.75,13.83333,565762,
AT.01,Burgenland,01,AT,2781194,47.5,16.41667,28122,
AU.08,Western Australia,08,AU,2058645,-25,122,2663,
AU.05,South Australia,05,AU,2061327,-30,135,17427,
AU.03,Northern Territory,03,AU,2064513,-20,134,2459,
AU.07,Victoria,07,AU,2145234,-37,145,65264,
AU.06,Tasmania,06,AU,2147291,-42,147,5315,
AU.04,Queensland,04,AU,2152274,-20,145,5528,
AU.02,New South Wales,02,AU,2155400,-33,146,8461,
AU.01,Australian Capital Territory,01,AU,2177478,-35.5,149,4238,
AX.211,Mariehamns stad,211,AX,9611689,60.08348,19.94307,1129,
AX.212,Alands landsbygd,212,AX,9611692,60.22496,19.93363,14626,
AX.213,Alands skaergard,213,AX,9611694,60.17575,20.71799,223,
AZ.12,Beylaqan,12,AZ,146879,39.75,47.66667,817,
AZ.69,Zangilan Rayon,69,AZ,146900,39.08333,46.66667,325,
AZ.66,Yardimli,66,AZ,146962,38.91667,48.25,54576,
AZ.55,Shusha,55,AZ,147163,39.67773,46.66398,338,
AZ.49,Salyan,49,AZ,147269,39.66667,49,11717,
AZ.46,Sabirabad,46,AZ,147284,39.91667,48.66667,143514,
AZ.45,Saatli,45,AZ,147287,39.83333,48.41667,8731,
AZ.13,Bilasuvar Rayon,13,AZ,147310,39.5,48.41667,944,
AZ.36,Neftcala,36,AZ,147422,39.33333,49,75356,
AZ.35,Nakhichevan,35,AZ,147435,39.20991,45.41817,64754,
AZ.32,Masally,32,AZ,147551,39,48.66667,183532,
AZ.31,Lerik,31,AZ,147610,38.75,48.41667,69735,
AZ.29,Lankaran,29,AZ,147613,38.70071,48.75551,1975,
AZ.28,Lacin,28,AZ,147626,39.65073,46.39913,6833,
AZ.43,Qubadli,43,AZ,147694,39.33333,46.58333,3567,
AZ.24,Imisli,24,AZ,147983,39.83333,48.08333,1961,
AZ.18,Fuezuli,18,AZ,148107,39.58333,47.33333,144442,
AZ.14,Jabrayil,14,AZ,148140,39.33333,47,799,
AZ.15,Jalilabad,15,AZ,148155,39.25,48.5,2,
AZ.08,Astara,08,AZ,148442,38.5,48.66667,978,
AZ.64,Xocali,64,AZ,148449,39.83333,46.75,283,
AZ.02,Aghjabadi Rayon,02,AZ,148615,40,47.41667,122649,
AZ.03,Agdam,03,AZ,148617,40,47,2,
AZ.07,Shirvan,07,AZ,409417,39.9604,48.88181,812,
AZ.30,Lankaran Sahari,30,AZ,409418,38.73333,48.83333,833,
AZ.56,Shusha City,56,AZ,409419,39.75,46.75,338,
AZ.57,Tartar Rayon,57,AZ,409420,40.33054,46.94289,136,
AZ.61,Xankandi Sahari,61,AZ,409421,39.81744,46.75318,558,
AZ.65,Khojavend,65,AZ,409423,39.66667,47,436,
AZ.71,Zardab,71,AZ,584583,40.25,47.75,518,
AZ.70,Zaqatala,70,AZ,584604,41.58333,46.66667,1278,
AZ.67,Yevlax,67,AZ,584650,40.66667,47,1267,
AZ.37,Oguz,37,AZ,584742,41.08333,47.5,44,
AZ.59,Ucar,59,AZ,584783,40.41667,47.75,7467,
AZ.58,Tovuz,58,AZ,584861,41,45.75,174,
AZ.50,Samaxi,50,AZ,585030,40.58333,48.66667,85795,
AZ.47,Shaki,47,AZ,585031,41.08333,47.16667,1854,
AZ.51,Shamkir Rayon,51,AZ,585059,40.83333,46.08333,215,
AZ.27,Kurdamir Rayon,27,AZ,585686,40.25,48.16667,16128,
AZ.38,Qabala Rayon,38,AZ,585738,40.91667,47.83333,155,
AZ.44,Qusar,44,AZ,585749,41.41667,48.25,84645,
AZ.42,Quba,42,AZ,585786,41.16667,48.41667,14347,
AZ.62,Goygol Rayon,62,AZ,585967,40.5,46.33333,634,
AZ.60,Xacmaz,60,AZ,586001,41.58333,48.75,15236,
AZ.26,Kalbajar,26,AZ,586047,40.1027,46.1747,53962,
AZ.40,Qazax,40,AZ,586087,41.26,45.09,967,
AZ.21,Goranboy,21,AZ,586112,40.58333,46.66667,133,
AZ.39,Qax,39,AZ,586290,41.33333,46.75,565,
AZ.25,Ismayilli,25,AZ,586320,40.83333,48.16667,76184,
AZ.22,Goeycay,22,AZ,586482,40.58333,47.83333,15323,
AZ.17,Shabran,17,AZ,586725,41.18542,48.8275,53,
AZ.16,Dashkasan Rayon,16,AZ,586771,40.41667,46,35,
AZ.10,Balakan Rayon,10,AZ,587010,41.75,46.41667,976,
AZ.11,Barda,11,AZ,587056,40.33333,47.16667,1296,
AZ.09,Baki,09,AZ,587081,40.39802,49.72414,21223,
AZ.01,Abseron,01,AZ,587245,40.41667,49.33333,21,
AZ.06,Agsu,06,AZ,587342,40.5,48.33333,66645,
AZ.04,Agdas,04,AZ,587376,40.58333,47.41667,986,
AZ.19,Gadabay Rayon,19,AZ,627535,40.5,45.66667,998,
AZ.05,Agstafa,05,AZ,828297,41.25,45.5,872,
AZ.20,Ganja City,20,AZ,828298,40.6937,46.34082,3326,
AZ.33,Mingacevir City,33,AZ,828299,40.76667,47,99775,
AZ.34,Naftalan,34,AZ,828300,40.50525,46.81163,11,
AZ.41,Qobustan,41,AZ,828301,40.5,49,37224,
AZ.52,Samux,52,AZ,828302,40.91667,46.41667,577,
AZ.48,Shaki City,48,AZ,828303,41.18333,47.16667,1854,
AZ.53,Siazan Rayon,53,AZ,828304,41,49.08333,384,
AZ.54,Sumqayit,54,AZ,828305,40.59466,49.62799,3412,
AZ.63,Xizi,63,AZ,828306,40.75,49.16667,168,
AZ.68,Yevlax City,68,AZ,828307,40.58333,47.16667,5936,
AZ.23,Haciqabul,23,AZ,828315,40.08333,48.91667,6115,
BA.01,Federation of B&H,01,BA,3229999,44,17.58333,237163,
BA.02,Srpska,02,BA,3230000,44.73333,17.4,1326991,
BA.BRC,Brcko,BRC,BA,3294903,44.83333,18.83333,87332,
BB.11,Saint Thomas,11,BB,3373551,13.17932,-59.58787,1185,
BB.10,Saint Philip,10,BB,3373553,13.1339,-59.46402,2944,
BB.09,Saint Peter,09,BB,3373554,13.26096,-59.61585,11544,
BB.08,Saint Michael,08,BB,3373557,13.12633,-59.59817,9969,
BB.07,Saint Lucy,07,BB,3373565,13.30728,-59.61937,976,
BB.06,Saint Joseph,06,BB,3373568,13.2056,-59.54418,7764,
BB.05,Saint John,05,BB,3373569,13.17581,-59.50303,1421,
BB.04,Saint James,04,BB,3373570,13.21183,-59.61956,21454,
BB.03,Saint George,03,BB,3373572,13.13933,-59.54345,1953,
BB.02,Saint Andrew,02,BB,3373580,13.23986,-59.5783,6436,
BB.01,Christ Church,01,BB,3373988,13.08734,-59.52418,48119,
BD.83,Rajshahi Division,83,BD,1337166,25,89,18484858,
BD.81,Dhaka,81,BD,1337179,23.83333,90.25,47424418,
BD.84,Chittagong,84,BD,1337200,22.91667,91.5,2842319,
BD.82,Khulna,82,BD,1337210,22.91667,89.33333,15687759,
BD.85,Barisal,85,BD,1337229,22.5,90.33333,8325666,
BD.86,Sylhet,86,BD,1477362,24.66667,91.66667,991219,
BD.87,Rangpur Division,87,BD,7671048,25.83333,89,15787758,
BD.H,Mymensingh Division,H,BD,11287936,24.72937,90.38109,1137,
BE.BRU,Brussels Capital,BRU,BE,2800867,50.85332,4.35144,183,
BE.WAL,Wallonia,WAL,BE,3337387,50.5,4.75,3585214,
BE.VLG,Flanders,VLG,BE,3337388,51,4.5,635765,
BF.01,Boucle du Mouhoun,01,BF,6930701,12.47203,-3.47305,1434847,
BF.02,Cascades,02,BF,6930703,10.38,-4.5,524956,
BF.03,Centre,03,BF,6930704,12.37874,-1.53276,2136581,
BF.04,Centre-Est,04,BF,6930705,11.78922,-0.35706,113223,
BF.05,Centre-Nord,05,BF,6930706,13.09829,-1.0855,12373,
BF.06,Centre-Ouest,06,BF,6930707,12.25488,-2.36876,1348784,
BF.07,Centre-Sud,07,BF,6930708,11.67132,-1.07374,722631,
BF.08,Est,08,BF,6930709,12.06308,0.36349,129399,
BF.09,Hauts-Bassins,09,BF,6930710,11.28,-4.32,141284,
BF.10,Nord,10,BF,6930711,13.58809,-2.4212,118277,
BF.11,Plateau-Central,11,BF,6930712,12.58774,-1.30102,696372,
BF.12,Sahel,12,BF,6930713,14.03351,-0.04575,968442,
BF.13,Sud-Ouest,13,BF,6930714,10.5,-3.2,62456,
BG.52,Razgrad,52,BG,453751,43.65,26.6,112229,
BG.47,Montana,47,BG,453753,43.5,23.18333,129637,
BG.64,Vratsa,64,BG,725713,43.4,23.76667,162549,
BG.61,Varna,61,BG,726051,43.21667,27.6,471252,
BG.40,Dobrich,40,BG,726419,43.68333,27.9,173831,
BG.58,Sofia,58,BG,727012,42.66667,23.8,22941,
BG.53,Ruse,53,BG,727524,43.7,26,218556,
BG.51,Plovdiv,51,BG,728194,42.26667,24.83333,668334,
BG.50,Pleven,50,BG,728204,43.5,24.63333,2438,
BG.49,Pernik,49,BG,728331,42.63333,22.88333,1288,
BG.48,Pazardzhik,48,BG,728379,42.08333,24.16667,255479,
BG.46,Lovech,46,BG,729560,43.03333,24.56667,124873,
BG.43,Haskovo,43,BG,730436,41.83333,25.91667,228141,
BG.42,Sofia-Capital,42,BG,731061,42.66667,23.38333,132812,
BG.39,Burgas,39,BG,732771,42.53333,27.23333,41331,
BG.38,Blagoevgrad,38,BG,733192,41.73333,23.45,35123,
BG.41,Gabrovo,41,BG,864552,42.95,25.25,1844,
BG.44,Kardzhali,44,BG,864553,41.53333,25.43333,152873,
BG.45,Kyustendil,45,BG,864554,42.25,22.9,11941,
BG.54,Shumen,54,BG,864555,43.33333,27,172355,
BG.55,Silistra,55,BG,864556,43.93333,27.05,19271,
BG.56,Sliven,56,BG,864557,42.66667,26.28333,186495,
BG.57,Smolyan,57,BG,864558,41.61667,24.65,15421,
BG.59,Stara Zagora,59,BG,864559,42.45,25.56667,316356,
BG.60,Targovishte,60,BG,864560,43.26667,26.38333,111597,
BG.62,Veliko Tarnovo,62,BG,864561,43.23333,25.65,23578,
BG.63,Vidin,63,BG,864562,43.81667,22.71667,84865,
BG.65,Yambol,65,BG,864563,42.33333,26.63333,118897,
BH.15,Muharraq,15,BH,290333,26.25,50.61667,189114,
BH.16,Manama,16,BH,7090954,26.21667,50.58333,32951,
BH.17,Southern Governorate,17,BH,7090972,25.86667,50.58333,9145,
BH.19,Northern,19,BH,7090974,26.15,50.46667,276949,
BI.17,Makamba,17,BI,422233,-4.16667,29.75278,499682,
BI.10,Bururi,10,BI,423327,-3.85,29.63333,49349,
BI.22,Muramvya,22,BI,425550,-3.25,29.66667,33482,
BI.13,Gitega,13,BI,426271,-3.5,29.95,67516,
BI.21,Ruyigi,21,BI,426699,-3.45,30.31667,369797,
BI.11,Cankuzo,11,BI,427700,-3.13333,30.58333,22283,
BI.14,Karuzi,14,BI,428218,-3.125,30.13333,479683,
BI.09,Bubanza,09,BI,428514,-3.11667,29.4,354427,
BI.12,Cibitoke,12,BI,430020,-2.88333,29.25,49949,
BI.19,Ngozi,19,BI,430567,-2.875,29.925,719158,
BI.15,Kayanza,15,BI,430951,-3.06667,29.66667,486917,
BI.18,Muyinga,18,BI,431747,-2.83333,30.33333,595947,
BI.16,Kirundo,16,BI,432455,-2.58333,30.16667,6289,
BI.20,Rutana,20,BI,434147,-3.86667,30.1,293572,
BI.23,Mwaro,23,BI,434386,-3.5,29.66667,27489,
BI.24,Bujumbura Mairie,24,BI,7303939,-3.3802,29.3547,8,
BI.25,Bujumbura Rural,25,BI,7303940,-3.4627,29.46259,555933,
BI.26,Rumonge,26,BI,11184798,-3.96478,29.44765,35,
BJ.18,Zou,18,BJ,2390719,7.25,2.16667,628684,
BJ.16,Oueme,16,BJ,2392325,6.61667,2.51667,773421,
BJ.15,Mono,15,BJ,2392716,6.58333,1.83333,3878,
BJ.10,Borgou,10,BJ,2394992,9.75,2.75,8253,
BJ.09,Atlantique,09,BJ,2395504,6.66667,2.25,89691,
BJ.08,Atakora,08,BJ,2395524,10.75,1.66667,586734,
BJ.07,Alibori,07,BJ,2597271,11.33333,2.91667,576251,
BJ.11,Collines,11,BJ,2597272,8,2.16667,6266,
BJ.12,Kouffo,12,BJ,2597273,7.08333,1.83333,56182,
BJ.13,Donga,13,BJ,2597274,9.33333,1.78333,384151,
BJ.14,Littoral,14,BJ,2597275,6.36667,2.41667,69584,
BJ.17,Plateau,17,BJ,2597277,7.16667,2.58333,435623,
BM.11,Warwick,11,BM,3572972,32.26583,-64.80722,8932,
BM.10,Southampton,10,BM,3573026,32.25083,-64.85639,626,
BM.09,Smith's Parish,09,BM,3573031,32.31528,-64.73528,5852,
BM.08,Sandys,08,BM,3573050,32.29345,-64.86828,7723,
BM.07,Saint George's Parish,07,BM,3573057,32.3726,-64.69437,5659,
BM.06,Saint George,06,BM,3573062,32.38417,-64.67639,1743,
BM.05,Pembroke,05,BM,3573095,32.29944,-64.79278,1249,
BM.04,Paget,04,BM,3573103,32.27833,-64.78167,5179,
BM.02,Hamilton,02,BM,3573195,32.34222,-64.72833,5584,
BM.03,Hamilton city,03,BM,3573198,32.29326,-64.78063,11,
BM.01,Devonshire,01,BM,3573251,32.30278,-64.75583,787,
BN.04,Tutong,04,BN,1820068,4.63333,114.71667,41426,
BN.03,Temburong,03,BN,1820106,4.58333,115.16667,198,
BN.02,Brunei-Muara District,02,BN,1820818,4.91667,114.91667,279924,
BN.01,Belait,01,BN,1820869,4.31667,114.58333,77515,
BO.09,Tarija,09,BO,3903319,-21.5,-64,478577,
BO.08,Santa Cruz,08,BO,3904907,-17.5,-61.5,2657762,
BO.07,Potosi,07,BO,3907580,-20.66667,-67,754689,
BO.06,Pando,06,BO,3908600,-11.33333,-67.66667,1392,
BO.05,Oruro,05,BO,3909233,-18.66667,-67.5,488584,
BO.04,La Paz,04,BO,3911924,-15.5,-68,263388,
BO.02,Cochabamba,02,BO,3919966,-17.5,-65.66667,1639857,
BO.01,Chuquisaca,01,BO,3920177,-20,-64.33333,528796,
BO.03,El Beni,03,BO,3923172,-14,-65.5,4228,
BQ.BO,Bonaire,BO,BQ,7609816,12.2,-68.25,13389,
BQ.SB,Saba,SB,BQ,7610358,17.63333,-63.23333,1737,
BQ.SE,Sint Eustatius,SE,BQ,7610359,17.5,-62.96667,2886,
BR.22,Rio Grande do Norte,22,BR,3390290,-5.75,-36.5,3168133,
BR.20,Piaui,20,BR,3392213,-7.25,-42.33333,311915,
BR.30,Pernambuco,30,BR,3392268,-8.33333,-37.75,879632,
BR.17,Paraiba,17,BR,3393098,-7.25,-36.5,3766834,
BR.16,Para,16,BR,3393129,-4,-53,758878,
BR.13,Maranhao,13,BR,3395443,-5,-45,6569683,
BR.06,Ceara,06,BR,3402362,-5,-39.5,844855,
BR.03,Amapa,03,BR,3407762,1,-52,668689,
BR.02,Alagoas,02,BR,3408096,-9.58333,-36.41667,312922,
BR.28,Sergipe,28,BR,3447799,-10.5,-37.33333,26831,
BR.27,Sao Paulo,27,BR,3448433,-22,-49,4125216,
BR.26,Santa Catarina,26,BR,3450387,-27,-50,6249682,
BR.23,Rio Grande do Sul,23,BR,3451133,-30,-53.5,1695532,
BR.21,Rio de Janeiro,21,BR,3451189,-22.25,-42.5,15993583,
BR.18,Parana,18,BR,3455077,-24.5,-51.33333,143961,
BR.15,Minas Gerais,15,BR,3457153,-18,-44,1959539,
BR.11,Mato Grosso do Sul,11,BR,3457415,-20.5,-55,25588,
BR.14,Mato Grosso,14,BR,3457419,-13,-56,333991,
BR.29,Goias,29,BR,3462372,-15.58071,-49.63623,6445,
BR.07,Federal District,07,BR,3463504,-15.75,-47.75,2648532,
BR.08,Espirito Santo,08,BR,3463930,-20,-40.75,3512672,
BR.05,Bahia,05,BR,3471168,-12,-42,14175341,
BR.31,Tocantins,31,BR,3474575,-10.5,-48,1383453,
BR.25,Roraima,25,BR,3662560,2.25,-61.25,451227,
BR.04,Amazonas,04,BR,3665361,-3.75,-64.5,348937,
BR.01,Acre,01,BR,3665474,-9,-70,732793,
BR.24,Rondonia,24,BR,3924825,-11,-63,15651,
BS.35,San Salvador,35,BS,3571493,24.03667,-74.49306,1293,
BS.18,Ragged Island,18,BS,3571629,22.37083,-75.815,7,
BS.32,Berry Islands,32,BS,3571809,25.72111,-77.83139,742,
BS.23,New Providence,23,BS,3571815,25.03333,-77.28333,228334,
BS.16,Mayaguana,16,BS,3571894,22.38417,-72.95389,251,
BS.15,Long Island,15,BS,3572005,23.21667,-75.11167,2979,
BS.13,Inagua,13,BS,3572154,21.07694,-73.31167,913,
BS.22,Harbour Island,22,BS,3572238,25.48946,-76.63513,1751,
BS.25,Freeport,25,BS,3572374,26.52028,-78.64528,26914,
BS.10,Exuma,10,BS,3572427,23.56944,-75.88417,6928,
BS.06,Cat Island,06,BS,3572678,24.335,-75.4575,166,
BS.05,Bimini,05,BS,3572807,25.70444,-79.28889,1735,
BS.24,Acklins,24,BS,3572937,22.43167,-73.96417,435,
BS.36,Black Point,36,BS,8030541,24.09,-76.39556,414,
BS.37,Central Abaco,37,BS,8030542,26.43917,-77.12972,,
BS.38,Central Andros,38,BS,8030543,24.43889,-77.95194,662,
BS.39,Central Eleuthera,39,BS,8030544,25.135,-76.14556,,
BS.40,Crooked Island and Long Cay,40,BS,8030545,22.73361,-74.21528,33,
BS.41,East Grand Bahama,41,BS,8030546,26.67167,-78.14139,,
BS.42,Grand Cay,42,BS,8030547,27.22917,-78.33056,383,
BS.43,Hope Town,43,BS,8030548,26.52445,-76.97009,5,
BS.44,Mangrove Cay,44,BS,8030549,24.16,-77.78028,892,
BS.45,Moore's Island,45,BS,8030550,26.30083,-77.55417,95,
BS.46,North Abaco,46,BS,8030551,26.78944,-77.43694,9578,
BS.47,North Andros,47,BS,8030552,24.76694,-78.09611,3898,
BS.48,North Eleuthera,48,BS,8030553,25.46278,-76.67556,3247,
BS.49,Rum Cay,49,BS,8030554,23.67806,-74.85667,53,
BS.50,South Abaco,50,BS,8030555,26.04694,-77.24361,7646,
BS.51,South Andros,51,BS,8030556,23.92361,-77.64889,3592,
