id,name,code,parentId,geonameId,latitude,longitude,population,elevation
MD.79,Leova,79,MD,617903,46.5,28.41667,49735,
MD.85,Singerei,85,MD,617913,47.66667,28.16667,85657,
MD.69,Criuleni,69,MD,617962,47.15861,29.03065,7186,
MD.78,Ialoveni,78,MD,617991,46.83333,28.83333,96436,
MD.57,Chisinau Municipality,57,MD,618069,47,28.83333,492894,
MD.67,Causeni,67,MD,618119,46.61884,29.3135,9369,
MD.65,Cantemir,65,MD,618142,46.25,28.33333,58937,
MD.66,Calarasi,66,MD,618162,47.29365,28.30836,73151,
MD.64,Cahul,64,MD,618164,45.83333,28.33333,1249,
MD.76,Glodeni,76,MD,618260,47.75,27.5,5971,
MD.75,Floresti,75,MD,618331,47.87398,28.37775,86531,
MD.74,Falesti,74,MD,618345,47.58333,27.75,87838,
MD.72,Dubasari,72,MD,618363,47.25,29.11667,352,
MD.71,Drochia,71,MD,618369,48.08333,27.83333,895,
MD.70,Donduseni,70,MD,618381,48.2677,27.68616,44648,
MD.68,Cimislia,68,MD,618430,46.58333,28.83333,646,
MD.63,Briceni,63,MD,618511,48.25,27,75978,
MD.61,Basarabeasca,61,MD,618565,46.41667,28.91667,27741,
MD.77,Hincesti,77,MD,858803,46.83333,28.41667,117522,
MD.86,Soldanesti,86,MD,858808,47.83333,28.66667,41284,
MD.58,Transnistria,58,MD,858889,47.36667,29.25,55153,
MD.51,Gagauzia,51,MD,858895,46.16667,28.66667,15379,
MD.62,Bender Municipality,62,MD,861487,46.83333,29.45,93751,
MD.60,Balti,60,MD,873909,47.78333,27.91667,15,
ME.17,Opstina Rozaje,17,ME,786233,42.84278,20.15028,23312,
ME.21,Opstina Zabljak,21,ME,3186995,43.15722,19.12333,36,
ME.20,Ulcinj,20,ME,3188514,41.95528,19.26833,19921,
ME.19,Tivat,19,ME,3189071,42.40556,18.65306,1149,
ME.16,Podgorica,16,ME,3189077,42.5,19.33333,185937,
ME.18,Opstina Savnik,18,ME,3191221,42.95639,19.09389,2947,
ME.15,Opstina Pluzine,15,ME,3193129,43.17417,18.81694,4295,
ME.14,Pljevlja,14,ME,3193160,43.33333,19.33333,19489,
ME.13,Opstina Plav,13,ME,3193227,42.58611,19.92833,1318,
ME.12,Opstina Niksic,12,ME,3194493,42.79944,18.92028,5697,
ME.11,Mojkovac,11,ME,3194925,42.95917,19.58833,412,
ME.10,Kotor,10,ME,3197537,42.43333,18.76667,2261,
ME.09,Opstina Kolasin,09,ME,3197895,42.83722,19.51556,2989,
ME.03,Berane,03,ME,3199070,42.83907,19.87066,3397,
ME.08,Herceg Novi,08,ME,3199393,42.50667,18.5375,3864,
ME.07,Danilovgrad,07,ME,3202193,42.55861,19.09111,528,
ME.06,Cetinje,06,ME,3202640,42.4,18.91972,18482,
ME.05,Budva,05,ME,3203104,42.3,18.84139,59857,
ME.04,Bijelo Polje,04,ME,3204173,43.04472,19.74333,15883,
ME.02,Bar,02,ME,3204508,42.16667,19.16667,437,
ME.01,Andrijevica,01,ME,3343959,42.71833,19.75861,571,2040
ME.22,Gusinje,22,ME,11497642,42.55714,19.83368,4,
ME.23,Petnjica,23,ME,11497643,42.947,20.01397,67,
ME.24,Tuzi,24,ME,12104729,42.36355,19.32931,12,
MG.71,Diana,71,MG,7670842,-13.5,49,4858,
MG.72,Sava,72,MG,7670846,-14.2,49.8,853,
MG.42,Sofia,42,MG,7670847,-15.2,48.4,948,
MG.32,Analanjirofo,32,MG,7670848,-16.5,49.5,868,
MG.41,Boeny,41,MG,7670849,-16.3,46.1,5432,
MG.43,Betsiboka,43,MG,7670850,-17.2,47.1,2365,
MG.33,Alaotra Mangoro,33,MG,7670851,-17.9,48.4,8777,
MG.44,Melaky,44,MG,7670852,-17.6,44.8,1755,
MG.14,Bongolava,14,MG,7670853,-18.5,46.1,3266,
MG.12,Vakinankaratra,12,MG,7670854,-19.7,46.9,15898,
MG.13,Itasy,13,MG,7670855,-18.95,46.95,643,
MG.11,Analamanga,11,MG,7670856,-18.45,47.5,28115,
MG.31,Atsinanana,31,MG,7670857,-19,48.9,11171,
MG.54,Menabe,54,MG,7670902,-20.2,45.07,398,
MG.22,Amoron'i Mania,22,MG,7670904,-20.5,46.7,6932,
MG.21,Upper Matsiatra,21,MG,7670905,-21.37,46.5,11289,
MG.23,Vatovavy Fitovinany,23,MG,7670906,-21.3,47.9,1977,
MG.24,Ihorombe,24,MG,7670907,-22.3,46.2,1892,
MG.25,Atsimo-Atsinanana,25,MG,7670908,-23.2,47.4,6212,
MG.53,Anosy,53,MG,7670910,-24.1,46.3,5442,
MG.52,Androy,52,MG,7670911,-24.75,45.5,4766,
MG.51,Atsimo-Andrefana,51,MG,7670913,-23.2,44.4,1185,
MH.007,Ailinginae Atoll,007,MH,7303491,11.13333,166.4,,
MH.010,Ailinglaplap Atoll,010,MH,7303492,7.38333,168.76667,1959,
MH.030,Ailuk Atoll,030,MH,7303493,10.28621,169.92176,513,
MH.040,Arno Atoll,040,MH,7303494,7.06137,171.78549,269,
MH.050,Aur Atoll,050,MH,7303495,8.18702,171.13953,537,
MH.060,Bikar Atoll,060,MH,7303496,12.25111,170.10303,,
MH.070,Bikini Atoll,070,MH,7303497,11.58363,165.37617,13,
MH.080,Ebon Atoll,080,MH,7303498,4.63333,168.71667,92,
MH.090,Enewetak Atoll,090,MH,7303499,11.5,162.25,853,
MH.100,Erikub Atoll,100,MH,7303500,9.12515,169.9918,,
MH.120,Jaluit Atoll,120,MH,7303501,6,169.58333,1669,
MH.150,Kwajalein Atoll,150,MH,7303502,9.182,167.308,192,
MH.160,Lae Atoll,160,MH,7303503,8.93333,166.23333,322,
MH.180,Likiep Atoll,180,MH,7303504,9.88333,169.15,527,
MH.190,Majuro Atoll,190,MH,7303505,7.15,171.2,23676,
MH.300,Maloelap Atoll,300,MH,7303506,8.75,171.05,856,
MH.320,Mili Atoll,320,MH,7303507,6.13333,171.91667,132,
MH.330,Namdrik Atoll,330,MH,7303508,5.6,168.11667,772,
MH.340,Namu Atoll,340,MH,7303509,8,168.16667,93,
MH.350,Rongelap Atoll,350,MH,7303510,11.33333,166.83333,19,
MH.360,Rongrik Atoll,360,MH,7303511,11.35,167.43333,,
MH.385,Taka Atoll,385,MH,7303512,11.17301,169.58633,,
MH.073,Bokak Atoll,073,MH,7303513,14.61667,168.96667,,
MH.390,Ujae Atoll,390,MH,7303514,9.0804,165.62782,44,
MH.400,Ujelang,400,MH,7303515,9.81667,160.91667,,
MH.410,Utrik Atoll,410,MH,7303516,11.26865,169.80967,433,
MH.420,Wotho Atoll,420,MH,7303517,10.1,165.98333,145,
MH.430,Wotje Atoll,430,MH,7303518,9.5134,170.02304,866,
MH.110,Jabat Island,110,MH,7303519,7.75131,168.97676,95,
MH.130,Jemo Island,130,MH,7303520,10.0792,169.524,,
MH.140,Kili Island,140,MH,7303521,5.64605,169.12654,774,
MH.170,Lib Island,170,MH,7303522,8.3136,167.38,147,
MH.310,Mejit Island,310,MH,7303523,10.2775,170.8692,416,
MK.E9,Valandovo,E9,MK,784732,41.33444,22.53222,11773,
MK.86,Resen,86,MK,786339,41.03333,21.01667,16313,
MK.51,Kratovo,51,MK,789090,42.08333,22.16667,9376,
MK.78,Pehchevo,78,MK,862938,41.78333,22.91667,4881,
MK.72,Novo Selo,72,MK,862945,41.41667,22.9,1796,
MK.11,Bosilovo,11,MK,862946,41.46667,22.78333,13996,
MK.A9,Vasilevo,A9,MK,862947,41.53333,22.66667,12926,
MK.E5,Dojran,E5,MK,862949,41.23333,22.7,3324,
MK.08,Bogdanci,08,MK,862950,41.2,22.6,8178,
MK.47,Konche,47,MK,862953,41.53333,22.4,3571,
MK.62,Makedonska Kamenica,62,MK,862956,42.05,22.58333,7524,
MK.C6,Zrnovci,C6,MK,862958,41.83333,22.45,341,
MK.40,Karbinci,40,MK,862960,41.8,22.28333,3958,
MK.25,Demir Kapija,25,MK,862961,41.38333,22.25,439,
MK.87,Rosoman,87,MK,862973,41.51,21.92,464,
MK.35,Gradsko,35,MK,862974,41.6,21.91667,3552,
MK.60,Lozovo,60,MK,862975,41.75,21.93333,2572,
MK.19,Cesinovo-Oblesevo,19,MK,862977,41.9,22.26667,696,
MK.E1,Novaci,E1,MK,863468,41.01944,21.6675,312,
MK.04,Berovo,04,MK,863485,41.7097,22.84796,12813,
MK.06,Bitola,06,MK,863486,41.01667,21.31667,91983,
MK.D9,Mogila,D9,MK,863488,41.15806,21.43556,6171,
MK.01,Arachinovo,01,MK,863831,42.05,21.58333,13748,
MK.C7,Bogovinje,C7,MK,863834,41.95028,20.88222,3928,
MK.12,Brvenica,12,MK,863835,41.88333,21.03333,1659,
MK.C9,Chashka,C9,MK,863838,41.59833,21.59028,875,
MK.18,Centar Zhupa,18,MK,863841,41.46667,20.58333,715,
MK.20,Chucher Sandevo,20,MK,863842,42.16667,21.41667,9993,
MK.D2,Debar,D2,MK,863843,41.5325,20.58444,2863,
MK.22,Delchevo,22,MK,863844,41.93333,22.76667,1617,
MK.D3,Demir Hisar,D3,MK,863846,41.28083,21.14389,8177,
MK.28,Dolneni,28,MK,863849,41.48333,21.43333,1417,
MK.33,Gevgelija,33,MK,863854,41.2,22.4,2276,
MK.D4,Gostivar,D4,MK,863855,41.79306,20.83222,83725,
MK.36,Ilinden,36,MK,863856,42,21.63333,1691,
MK.D5,Jegunovce,D5,MK,863858,42.11306,21.14528,144,
MK.D6,Kavadarci,D6,MK,863861,41.285,22.00139,38875,
MK.43,Kichevo,43,MK,863862,41.51667,20.95,56937,
MK.46,Kochani,46,MK,863865,41.98333,22.4,37758,
MK.52,Kriva Palanka,52,MK,863869,42.25,22.33333,1993,
MK.53,Krivogashtani,53,MK,863870,41.33333,21.36667,5583,
MK.54,Krushevo,54,MK,863871,41.36667,21.26667,9418,
MK.D7,Kumanovo,D7,MK,863873,42.08944,21.77278,19228,
MK.59,Lipkovo,59,MK,863875,42.16667,21.6,29965,
MK.D8,Makedonski Brod,D8,MK,863877,41.65556,21.23333,6166,
MK.69,Negotino,69,MK,863881,41.51667,22.15,19327,
MK.E2,Ohrid,E2,MK,863883,41.13083,20.87028,51591,
MK.79,Petrovec,79,MK,863886,41.91667,21.71667,989,
MK.80,Plasnica,80,MK,863887,41.45,21.11667,496,
MK.E3,Prilep,E3,MK,863888,41.28778,21.67583,75132,
MK.83,Probishtip,83,MK,863889,41.96667,22.15,1585,
MK.84,Radovish,84,MK,863890,41.65,22.5,291,
MK.85,Rankovce,85,MK,863891,42.21667,22.15,372,
MK.E4,Mavrovo and Rostusa,E4,MK,863892,41.65778,20.68389,8896,
MK.92,Sopiste,92,MK,863896,41.89,21.32,5656,
MK.97,Staro Nagorichane,97,MK,863899,42.23333,21.93333,395,
MK.98,Shtip,98,MK,863900,41.7,22.2,48735,
MK.E6,Struga,E6,MK,863901,41.28139,20.63361,6581,
MK.E7,Strumica,E7,MK,863902,41.41111,22.64639,57175,
MK.A2,Studenichani,A2,MK,863903,41.83333,21.43333,21721,
MK.A4,Sveti Nikole,A4,MK,863905,41.9,21.98333,17683,
MK.A5,Tearce,A5,MK,863906,42.1,21.05,22916,
MK.E8,Tetovo,E8,MK,863907,42.04444,20.9025,9176,
MK.F1,Veles,F1,MK,863909,41.77583,21.76278,54384,
MK.B3,Vevchani,B3,MK,863911,41.23333,20.58333,2437,
MK.B4,Vinica,B4,MK,863912,41.85917,22.58417,19391,
MK.B7,Vrapchishte,B7,MK,863914,41.85,20.85,27527,
MK.C2,Zelenikovo,C2,MK,863918,41.83333,21.58333,4824,
MK.C3,Zhelino,C3,MK,863919,41.93333,21.13333,2844,
MK.F5,Debarca,F5,MK,7056271,41.33417,20.82222,388,
MK.F6,Grad Skopje,F6,MK,11398357,42.005,21.42889,5,
ML.08,Tombouctou,08,ML,2449066,19.7,-3.6,681691,
ML.06,Sikasso,06,ML,2451184,11.3,-6.2,2625919,
ML.05,Segou,05,ML,2451477,13.6,-5.9,2336255,
ML.04,Mopti,04,ML,2453347,14.7,-3.4,23733,
ML.07,Koulikoro,07,ML,2454532,13.8,-7.5,241835,
ML.03,Kayes,03,ML,2455517,13.9,-10.1,1996812,
ML.09,Gao,09,ML,2457161,16.6,1.6,54412,
ML.01,Bamako,01,ML,2460594,12.65,-8,971351,
ML.10,Kidal,10,ML,2597449,19.4,1.2,67638,
ML.12070575,Taoudenit,12070575,ML,12070575,22.66651,-3.98524,2,
ML.12070577,Menaka,12070577,ML,12070577,15.91531,2.40203,54456,
MM.12,Tanintharyi,12,MM,1293118,13,99,1383287,
MM.11,Shan,11,MM,1297099,22,98,5815384,
MM.10,Sagain,10,MM,1298480,23.5,95.5,532299,
MM.17,Rangoon,17,MM,1298822,17,96.16667,735575,
MM.01,Rakhine,01,MM,1298852,19,94.25,3118963,
MM.16,Bago,16,MM,1300463,18.25,96.25,572879,
MM.13,Mon,13,MM,1308528,16.25,97.75,253569,
MM.08,Mandalay,08,MM,1311871,21,96,6145588,
MM.15,Magway,15,MM,1312604,20.5,94.75,4885832,
MM.06,Kayah,06,MM,1319539,19.25,97.5,253788,
MM.05,Kayin,05,MM,1320233,17.5,97.75,1594146,
MM.04,Kachin,04,MM,1321702,26,97.5,1689654,
MM.03,Ayeyarwady,03,MM,1321850,17,95,6175123,
MM.02,Chin,02,MM,1327132,22,93.5,47869,
MM.18,Nay Pyi Taw,18,MM,8239588,19.8822,96.14182,116,
MN.19,Uvs,19,MN,1514967,49.5,93,92676,
MN.12,Hovd,12,MN,1515696,47,92.5,91165,
MN.10,Govi-Altay,10,MN,1515917,45.5,96,64293,
MN.09,Dzabkhan,09,MN,1516012,48,96,9655,
MN.03,Bayan-Olgiy,03,MN,1516278,48.5,90,944,
MN.02,Bayanhongor,02,MN,1516290,45.5,99.5,88579,
MN.20,Ulaanbaatar,20,MN,2028461,47.91667,106.91667,844818,
MN.18,Central Aimak,18,MN,2028849,47.5,106.5,129,
MN.17,Suhbaatar,17,MN,2029155,46.25,113.5,5834,
MN.16,Selenge,16,MN,2029432,49.66667,106.41667,97585,
MN.15,OEvoerhangay,15,MN,2029546,46,102.5,11314,
MN.14,OEmnoegovi,14,MN,2029669,43,104,5681,
MN.13,Hovsgol,13,MN,2030469,50,100,124512,
MN.11,Hentiy,11,MN,2030783,48,110.5,65811,
MN.08,Middle Govi,08,MN,2031740,45.5,106.5,53635,
MN.07,East Gobi Aymag,07,MN,2031798,44.5,110,53282,
MN.06,East Aimak,06,MN,2031799,48,115,77928,
MN.21,Bulgan,21,MN,2032199,49,103.5,65729,
MN.01,Arhangay,01,MN,2032855,48,101.5,84584,
MN.23,Darhan Uul,23,MN,2055111,49.28056,106.11867,9478,
MN.24,Govi-Sumber,24,MN,2055112,46.5,108.5,12884,
MN.25,Orhon,25,MN,2055113,49.06306,104.1627,82788,
MO.11875154,Nossa Senhora de Fatima,11875154,MO,11875154,22.213,113.54537,2375,
MO.11875155,Santo Antonio,11875155,MO,11875155,22.19953,113.54124,136,
MO.11875156,Sao Lazaro,11875156,MO,11875156,22.2001,113.55065,331,
MO.11875157,Se,11875157,MO,11875157,22.19389,113.55103,492,
MO.11875158,Sao Lourenco,11875158,MO,11875158,22.19232,113.53586,537,
MO.11875159,Nossa Senhora do Carmo,11875159,MO,11875159,22.15822,113.55665,112,
MO.11875160,Cotai,11875160,MO,11875160,22.14353,113.56577,3,
MO.11875161,Sao Francisco Xavier,11875161,MO,11875161,22.12823,113.56342,93,
MP.100,Rota,100,MP,4041530,14.154,145.201,2527,496
MP.110,Saipan,110,MP,4041552,15.16847,145.74081,4822,466
MP.120,Tinian,120,MP,4041650,15.029,145.616,354,187
MP.085,Northern Islands,085,MP,7733156,18.11,145.771,85,979
MQ.MQ,Martinique,MQ,MQ,6690603,14.66655,-60.99961,39773,
MR.06,Trarza,06,MR,2375742,17.8665,-14.65878,269946,
MR.11,Tiris Zemmour,11,MR,2375989,24.25,-9.5,6336,
MR.09,Tagant,09,MR,2376551,18.66667,-10.33333,6488,
MR.12,Inchiri,12,MR,2378903,20,-15.08333,115,
MR.02,Hodh El Gharbi,02,MR,2379024,16.58333,-9.83333,243246,
MR.01,Hodh Ech Chargi,01,MR,2379025,18.88333,-7,298625,
MR.10,Guidimaka,10,MR,2379216,15.38333,-12.13333,219674,
MR.04,Gorgol,04,MR,2379384,16,-12.83333,274337,
MR.08,Dakhlet Nouadhibou,08,MR,2380426,20.71667,-16.16667,8181,
MR.05,Brakna,05,MR,2380635,17.25,-13.4,256827,
MR.03,Assaba,03,MR,2381344,16.58333,-11.58333,285142,
MR.07,Adrar,07,MR,2381972,20.75,-10.25,5967,
MR.13,Nouakchott Ouest,13,MR,11496391,18.26667,-15.98333,165,
MR.14,Nouakchott Nord,14,MR,11496392,18.23333,-15.91667,367,
MR.15,Nouakchott Sud,15,MR,11496393,17.96667,-15.95,425,
MS.03,Saint Peter,03,MS,3578039,16.78333,-62.205,5,
MS.02,Saint Georges,02,MS,3578044,16.74432,-62.17161,,
MS.01,Saint Anthony,01,MS,3578045,16.7,-62.2,,
MT.01,Attard,01,MT,8299700,35.89167,14.43194,152,
MT.02,Balzan,02,MT,8299701,35.89927,14.45541,3979,
MT.03,Il-Birgu,03,MT,8299702,35.88594,14.52707,2673,
MT.04,Birkirkara,04,MT,8299703,35.89722,14.46528,22319,
MT.05,Birzebbuga,05,MT,8299704,35.82222,14.52278,9977,
MT.06,Bormla,06,MT,8299705,35.88056,14.52167,5479,
MT.07,Dingli,07,MT,8299706,35.85972,14.38333,3567,
MT.08,Il-Fgura,08,MT,8299707,35.87278,14.52028,11676,
MT.09,Floriana,09,MT,8299708,35.89167,14.50417,223,
MT.10,Il-Fontana,10,MT,8299709,36.0375,14.23611,993,
MT.11,Ghajnsielem,11,MT,8299710,36.02667,14.28611,3153,
MT.12,L-Gharb,12,MT,8299711,36.06806,14.20139,1533,
MT.13,Hal Gharghur,13,MT,8299712,35.92361,14.455,2693,
MT.14,L-Ghasri,14,MT,8299713,36.06528,14.22167,515,
MT.15,Hal Ghaxaq,15,MT,8299714,35.84583,14.51667,467,
MT.16,Il-Gudja,16,MT,8299715,35.85139,14.50333,2987,
MT.17,Il-Gzira,17,MT,8299716,35.90556,14.49278,812,
MT.18,Il-Hamrun,18,MT,8299717,35.88694,14.48833,9315,
MT.19,L-Iklin,19,MT,8299718,35.90972,14.45556,3198,
MT.20,L-Imdina,20,MT,8299719,35.88722,14.40528,294,
MT.21,L-Imgarr,21,MT,8299720,35.91944,14.36389,3569,
MT.22,L-Imqabba,22,MT,8299721,35.845,14.4675,3295,
MT.23,L-Imsida,23,MT,8299722,35.89861,14.48389,877,
MT.24,Mtarfa,24,MT,8299723,35.89056,14.39722,2569,
MT.25,Senglea,25,MT,8299724,35.8901,14.5196,2821,
MT.26,Il-Kalkara,26,MT,8299725,35.89111,14.53278,33,
MT.27,Ta' Kercem,27,MT,8299726,36.04389,14.21611,1921,
MT.28,Kirkop,28,MT,8299727,35.84417,14.48417,2173,
MT.29,Lija,29,MT,8299728,35.90139,14.44222,348,
MT.30,Luqa,30,MT,8299729,35.85972,14.48333,676,
MT.31,Il-Marsa,31,MT,8299730,35.87639,14.49222,4571,
MT.32,Marsaskala,32,MT,8299731,35.86056,14.55917,11892,
MT.33,Marsaxlokk,33,MT,8299732,35.84167,14.55139,3499,
MT.34,Il-Mellieha,34,MT,8299733,35.95833,14.35139,13,
MT.35,Il-Mosta,35,MT,8299734,35.9125,14.42083,271,
MT.36,Il-Munxar,36,MT,8299735,36.02917,14.22556,1446,
MT.37,In-Nadur,37,MT,8299736,36.04861,14.29444,452,
MT.38,In-Naxxar,38,MT,8299737,35.93333,14.4375,13319,
MT.39,Paola,39,MT,8299738,35.87361,14.50611,791,
MT.40,Pembroke,40,MT,8299739,35.93056,14.47639,3627,
MT.41,Tal-Pieta,41,MT,8299740,35.8925,14.49389,453,
MT.42,Il-Qala,42,MT,8299741,36.0375,14.31667,2294,
MT.43,Qormi,43,MT,8299742,35.87917,14.46667,16849,
MT.44,Il-Qrendi,44,MT,8299743,35.83194,14.45139,2725,
MT.45,Ir-Rabat,45,MT,8299744,35.88258,14.39775,764,
MT.46,Victoria,46,MT,8299745,36.04528,14.24167,6911,
MT.47,Safi,47,MT,8299746,35.83472,14.49167,2128,
MT.48,Saint John,48,MT,8299747,35.90889,14.475,12649,
MT.49,Saint Julian,49,MT,8299748,35.91722,14.48944,7752,
MT.50,Saint Lawrence,50,MT,8299749,36.04861,14.19778,76,
MT.51,Saint Lucia,51,MT,8299750,35.86167,14.50639,334,
MT.52,Saint Paul's Bay,52,MT,8299751,35.9375,14.39861,1457,
MT.53,Saint Venera,53,MT,8299752,35.89028,14.47778,6941,
MT.54,Sannat,54,MT,8299753,36.02306,14.25139,2117,
MT.55,Is-Siggiewi,55,MT,8299754,35.84861,14.42639,8274,
MT.56,Tas-Sliema,56,MT,8299755,35.9125,14.50222,1714,
MT.57,Is-Swieqi,57,MT,8299756,35.92167,14.46944,1113,
MT.58,Tarxien,58,MT,8299757,35.86667,14.51306,865,
MT.59,Ta' Xbiex,59,MT,8299758,35.89944,14.49611,1835,
MT.61,Ix-Xaghra,61,MT,8299759,36.05417,14.26667,4876,
MT.62,Ix-Xewkija,62,MT,8299760,36.03333,14.26111,335,
MT.63,Ix-Xghajra,63,MT,8299761,35.88683,14.54639,1688,
MT.64,Haz-Zabbar,64,MT,8299762,35.875,14.54167,15314,
MT.65,Haz-Zebbug,65,MT,8299763,35.87361,14.43611,1183,
MT.66,Iz-Zebbug,66,MT,8299764,36.06667,14.24444,177,
MT.67,Iz-Zejtun,67,MT,8299765,35.85778,14.53333,11521,
MT.68,Iz-Zurrieq,68,MT,8299766,35.82222,14.48333,11193,
MT.60,Valletta,60,MT,8334638,35.89833,14.5125,6675,
MU.21,Agalega Islands,21,MU,448254,-10.4,56.61667,289,
MU.20,Savanne,20,MU,934017,-20.46667,57.5,7158,
MU.19,Riviere du Rempart,19,MU,934090,-20.05833,57.64167,1725,
MU.18,Port Louis,18,MU,934153,-20.16667,57.525,133789,
MU.17,Plaines Wilhems,17,MU,934166,-20.3,57.48333,38534,
MU.16,Pamplemousses,16,MU,934212,-20.09583,57.55972,13387,
MU.15,Moka,15,MU,934275,-20.25,57.56667,8544,
MU.14,Grand Port,14,MU,934466,-20.41667,57.63333,115391,
MU.13,Flacq,13,MU,934522,-20.23333,57.71667,138447,
MU.12,Black River,12,MU,934718,-20.33333,57.41667,746,
MU.22,Cargados Carajos,22,MU,1106583,-16.63333,59.63333,63,
MU.23,Rodrigues,23,MU,1547449,-19.701,63.416,3643,
MV.47,Vaavu Atholhu,47,MV,1281843,3.37014,73.58535,2144,
MV.46,Thaa Atholhu,46,MV,1281881,2.1943,73.11791,13846,
MV.45,Shaviyani Atholhu,45,MV,1281892,6.32125,73.19763,16542,
MV.01,Seenu,01,MV,1281893,-0.68694,73.16841,18941,
MV.44,Raa Atoll,44,MV,1281918,5.76347,72.98495,245,
MV.43,Noonu Atoll,43,MV,1281937,5.96486,73.38873,1452,
MV.42,Gnyaviyani Atoll,42,MV,1281945,-0.29693,73.42491,1114,
MV.41,Meemu Atholhu,41,MV,1281985,2.77528,73.35194,6459,
MV.39,Lhaviyani Atholhu,39,MV,1282096,5.28055,73.58416,1114,
MV.05,Laamu,05,MV,1282101,2.10347,73.57291,12869,
MV.38,Kaafu Atoll,38,MV,1282208,4.16958,73.49918,15169,
MV.37,Haa Dhaalu Atholhu,37,MV,1282293,6.82625,73.18859,23875,
MV.36,Haa Alifu Atholhu,36,MV,1282294,7.0218,72.97981,22737,
MV.35,Gaafu Dhaalu Atoll,35,MV,1282328,0.22028,73.10162,18485,
MV.34,Gaafu Alif Atoll,34,MV,1282329,0.38569,73.50921,12116,
MV.33,Faafu Atholhu,33,MV,1282393,3.10609,72.97933,4641,
MV.32,Dhaalu Atholhu,32,MV,1282447,2.94875,73.012,6694,
MV.31,Baa Atholhu,31,MV,1282478,4.89104,72.97312,1191,
MV.30,Northern Ari Atoll,30,MV,1282497,4.265,72.96933,614,
MV.40,Male,40,MV,1337624,4.175,73.50833,15,
MV.10346475,Southern Ari Atoll,10346475,MV,10346475,3.65,72.83,8145,
MW.S,Southern Region,S,MW,923817,-15.5,35,775629,
MW.N,Northern Region,N,MW,924591,-11,34,228978,
MW.C,Central Region,C,MW,931597,-13.5,34,752334,
MX.31,Yucatan,31,MX,3514211,20.75,-88.83333,1761761,
MX.30,Veracruz,30,MX,3514780,19.33333,-96.66667,758898,
MX.29,Tlaxcala,29,MX,3515359,19.41667,-98.16667,144369,
MX.28,Tamaulipas,28,MX,3516391,24,-98.75,2976339,
MX.27,Tabasco,27,MX,3516458,18,-92.66667,241286,
MX.23,Quintana Roo,23,MX,3520887,19.66667,-88.25,19281,
MX.22,Queretaro,22,MX,3520914,20.85,-99.85,156861,
MX.21,Puebla,21,MX,3521082,18.75,-97.91667,5522918,
MX.20,Oaxaca,20,MX,3522509,17,-96.5,3625487,
MX.19,Nuevo Leon,19,MX,3522542,25.58333,-99.75,4123418,
MX.17,Morelos,17,MX,3522961,18.75,-99.06667,168239,
MX.15,Mexico,15,MX,3523272,19.36667,-99.66667,16618929,
MX.13,Hidalgo,13,MX,3527115,20.5,-99,2356133,
MX.12,Guerrero,12,MX,3527213,17.66667,-100,3237579,
MX.09,Mexico City,09,MX,3527646,19.28333,-99.13333,88518,
MX.05,Chiapas,05,MX,3531011,16.5,-92.5,425246,
MX.04,Campeche,04,MX,3531730,18.83333,-90.25,743869,
MX.32,Zacatecas,32,MX,3979840,23.25,-103,1363577,
MX.26,Sonora,26,MX,3982846,29.66667,-110.5,2351427,
MX.25,Sinaloa,25,MX,3983035,25,-107.5,2641696,
MX.24,San Luis Potosi,24,MX,3985605,22.5,-100.5,2391929,
MX.18,Nayarit,18,MX,3995012,21.83333,-104.83333,941442,
MX.16,Michoacan,16,MX,3995955,19.16667,-101.83333,49997,
MX.14,Jalisco,14,MX,4004156,20.33333,-103.66667,6653364,
MX.11,Guanajuato,11,MX,4005267,21,-101,49856,
MX.10,Durango,10,MX,4011741,24.83333,-104.83333,146178,
MX.08,Colima,08,MX,4013513,19.13333,-103.9,59797,
MX.07,Coahuila,07,MX,4013674,27.33333,-102,2415862,
MX.06,Chihuahua,06,MX,4014336,28.75,-106.25,3316178,
MX.03,Baja California Sur,03,MX,4017698,25.83333,-111.83333,475586,
MX.02,Baja California,02,MX,4017700,30,-115,3337543,
MX.01,Aguascalientes,01,MX,4019231,22,-102.36667,13268,
MY.04,Melaka,04,MY,1733035,2.25,102.25,78876,
MY.13,Terengganu,13,MY,1733036,5,103,115776,
MY.12,Selangor,12,MY,1733037,3.16667,101.5,5411324,
MY.11,Sarawak,11,MY,1733038,2.5,113.5,2429,
MY.16,Sabah,16,MY,1733039,5.5,117,285,
MY.08,Perlis,08,MY,1733040,6.5,100.25,21751,
MY.07,Perak,07,MY,1733041,5,101,2258428,
MY.06,Pahang,06,MY,1733042,3.5,102.75,1443365,
MY.05,Negeri Sembilan,05,MY,1733043,2.75,102.16667,99771,
MY.03,Kelantan,03,MY,1733044,5.33333,102,1635,
MY.14,Kuala Lumpur,14,MY,1733046,3.14309,101.68653,1453975,
MY.09,Penang,09,MY,1733047,5.37677,100.25848,152143,
MY.02,Kedah,02,MY,1733048,6,100.66667,18998,
MY.01,Johor,01,MY,1733049,2,103.5,3348283,
MY.15,Labuan,15,MY,1734240,5.33333,115.2,8698,
MY.17,Putrajaya,17,MY,1996552,2.91667,101.7,67964,
MZ.09,Zambezia,09,MZ,1024312,-17,37,3949841,
MZ.08,Tete,08,MZ,1026010,-15.5,33,1551949,
MZ.05,Sofala,05,MZ,1026804,-19.2,34.8,164292,
